Title,Summary,EventDate,DatePrecision,Category,Importance,SourceType,SourceKey,SourceUrl
"Queen at Auditorium Theater, Chicago, USA","Queen performed at Auditorium Theater in Chicago, USA.",1976-02-23,ExactDate,Concert,30,Curated,queenconcerts-229,https://www.queenconcerts.com/detail/live/229/queen-live-23-02-1976-auditorium-theater-chicago-il-usa.html
"Queen at Auditorium Theater, Chicago, USA","Queen performed at Auditorium Theater in Chicago, USA.",1976-02-24,ExactDate,Concert,30,Curated,queenconcerts-228,https://www.queenconcerts.com/detail/live/228/queen-live-24-02-1976-auditorium-theater-chicago-il-usa.html
"Queen at Kiel Auditorium, St. Louis, USA","Queen performed at Kiel Auditorium in St. Louis, USA.",1976-02-26,ExactDate,Concert,30,Curated,queenconcerts-230,https://www.queenconcerts.com/detail/live/230/queen-live-26-02-1976-kiel-auditorium-st-louis-mo-usa.html
"Queen at Convention Centre, Indianapolis, USA","Queen performed at Convention Centre in Indianapolis, USA.",1976-02-27,ExactDate,Concert,30,Curated,queenconcerts-231,https://www.queenconcerts.com/detail/live/231/queen-live-27-02-1976-convention-centre-indianapolis-in-usa.html
"Queen at Dane County Coliseum, Madison, USA","Queen performed at Dane County Coliseum in Madison, USA.",1976-02-28,ExactDate,Concert,30,Curated,queenconcerts-232,https://www.queenconcerts.com/detail/live/232/queen-live-28-02-1976-dane-county-coliseum-madison-wi-usa.html
"Queen at Coliseum, Fort Wayne, USA","Queen performed at Coliseum in Fort Wayne, USA.",1976-02-29,ExactDate,Concert,30,Curated,queenconcerts-233,https://www.queenconcerts.com/detail/live/233/queen-live-29-02-1976-coliseum-fort-wayne-in-usa.html
"Queen at Auditorium, Milwaukee, USA","Queen performed at Auditorium in Milwaukee, USA.",1976-03-02,ExactDate,Concert,30,Curated,queenconcerts-234,https://www.queenconcerts.com/detail/live/234/queen-live-02-03-1976-auditorium-milwaukee-wi-usa.html
"Queen at Auditorium, St. Paul, USA","Queen performed at Auditorium in St. Paul, USA.",1976-03-03,ExactDate,Concert,30,Curated,queenconcerts-235,https://www.queenconcerts.com/detail/live/235/queen-live-03-03-1976-auditorium-st-paul-mn-usa.html
"Queen at Berkeley Community Theatre, Berkeley, USA","Queen performed at Berkeley Community Theatre in Berkeley, USA.",1976-03-07,ExactDate,Concert,30,Curated,queenconcerts-236,https://www.queenconcerts.com/detail/live/236/queen-live-07-03-1976-berkeley-community-theatre-berkeley-ca-usa.html
"Queen at Santa Monica Civic Auditorium, Santa Monica, USA (first show)","Queen performed at Santa Monica Civic Auditorium in Santa Monica, USA, the first show there that day.",1976-03-09,ExactDate,Concert,30,Curated,queenconcerts-237,https://www.queenconcerts.com/detail/live/237/queen-live-09-03-1976-santa-monica-civic-auditorium-santa-monica-ca-usa-1st-gig.html
"Queen at Santa Monica Civic Auditorium, Santa Monica, USA (second show)","Queen performed at Santa Monica Civic Auditorium in Santa Monica, USA, the second show there that day.",1976-03-09,ExactDate,Concert,30,Curated,queenconcerts-1312,https://www.queenconcerts.com/detail/live/1312/queen-live-09-03-1976-santa-monica-civic-auditorium-santa-monica-ca-usa-2nd-gig.html
"Queen at Santa Monica Civic Auditorium, Santa Monica, USA","Queen performed at Santa Monica Civic Auditorium in Santa Monica, USA.",1976-03-10,ExactDate,Concert,30,Curated,queenconcerts-238,https://www.queenconcerts.com/detail/live/238/queen-live-10-03-1976-santa-monica-civic-auditorium-santa-monica-ca-usa.html
"Queen at Santa Monica Civic Auditorium, Santa Monica, USA","Queen performed at Santa Monica Civic Auditorium in Santa Monica, USA.",1976-03-11,ExactDate,Concert,30,Curated,queenconcerts-239,https://www.queenconcerts.com/detail/live/239/queen-live-11-03-1976-santa-monica-civic-auditorium-santa-monica-ca-usa.html
"Queen at Sports Arena, San Diego, USA","Queen performed at Sports Arena in San Diego, USA.",1976-03-12,ExactDate,Concert,30,Curated,queenconcerts-240,https://www.queenconcerts.com/detail/live/240/queen-live-12-03-1976-sports-arena-san-diego-ca-usa.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1976-03-22,ExactDate,Concert,30,Curated,queenconcerts-242,https://www.queenconcerts.com/detail/live/242/queen-live-22-03-1976-nippon-budokan-tokyo-japan.html
"Queen at Aichi Taikukan, Nagoya, Japan","Queen performed at Aichi Taikukan in Nagoya, Japan.",1976-03-23,ExactDate,Concert,30,Curated,queenconcerts-243,https://www.queenconcerts.com/detail/live/243/queen-live-23-03-1976-aichi-taikukan-nagoya-japan.html
"Queen at Kosei Kaikan, Himeji, Japan","Queen performed at Kosei Kaikan in Himeji, Japan.",1976-03-24,ExactDate,Concert,30,Curated,queenconcerts-244,https://www.queenconcerts.com/detail/live/244/queen-live-24-03-1976-kosei-kaikan-himeji-japan.html
"Queen at Kyuden Kinen Taikukan, Fukuoka, Japan (first show)","Queen performed at Kyuden Kinen Taikukan in Fukuoka, Japan, the first show there that day.",1976-03-26,ExactDate,Concert,30,Curated,queenconcerts-245,https://www.queenconcerts.com/detail/live/245/queen-live-26-03-1976-kyuden-kinen-taikukan-fukuoka-japan-1st-gig.html
"Queen at Kyuden Kinen Taikukan, Fukuoka, Japan (second show)","Queen performed at Kyuden Kinen Taikukan in Fukuoka, Japan, the second show there that day.",1976-03-26,ExactDate,Concert,30,Curated,queenconcerts-1313,https://www.queenconcerts.com/detail/live/1313/queen-live-26-03-1976-kyuden-kinen-taikukan-fukuoka-japan-2nd-gig.html
"Queen at Kosei Nenkin Kaikan, Osaka, Japan (first show)","Queen performed at Kosei Nenkin Kaikan in Osaka, Japan, the first show there that day.",1976-03-29,ExactDate,Concert,30,Curated,queenconcerts-246,https://www.queenconcerts.com/detail/live/246/queen-live-29-03-1976-kosei-nenkin-kaikan-osaka-japan-1st-gig.html
"Queen at Kosei Nenkin Kaikan, Osaka, Japan (second show)","Queen performed at Kosei Nenkin Kaikan in Osaka, Japan, the second show there that day.",1976-03-29,ExactDate,Concert,30,Curated,queenconcerts-1314,https://www.queenconcerts.com/detail/live/1314/queen-live-29-03-1976-kosei-nenkin-kaikan-osaka-japan-2nd-gig.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1976-03-31,ExactDate,Concert,30,Curated,queenconcerts-247,https://www.queenconcerts.com/detail/live/247/queen-live-31-03-1976-nippon-budokan-tokyo-japan.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1976-04-01,ExactDate,Concert,30,Curated,queenconcerts-248,https://www.queenconcerts.com/detail/live/248/queen-live-01-04-1976-nippon-budokan-tokyo-japan.html
"Queen at Miyagi-Ken Sports Centre, Sendai, Japan","Queen performed at Miyagi-Ken Sports Centre in Sendai, Japan.",1976-04-02,ExactDate,Concert,30,Curated,queenconcerts-249,https://www.queenconcerts.com/detail/live/249/queen-live-02-04-1976-miyagi-ken-sports-centre-sendai-japan.html
"Queen at Nichidai Kodo, Tokyo, Japan","Queen performed at Nichidai Kodo in Tokyo, Japan.",1976-04-04,ExactDate,Concert,30,Curated,queenconcerts-250,https://www.queenconcerts.com/detail/live/250/queen-live-04-04-1976-nichidai-kodo-tokyo-japan.html
"Queen at Entertainments Centre, Perth, Australia","Queen performed at Entertainments Centre in Perth, Australia.",1976-04-11,ExactDate,Concert,30,Curated,queenconcerts-251,https://www.queenconcerts.com/detail/live/251/queen-live-11-04-1976-entertainments-centre-perth-australia.html
"Queen at Apollo Stadium, Adelaide, Australia","Queen performed at Apollo Stadium in Adelaide, Australia.",1976-04-14,ExactDate,Concert,30,Curated,queenconcerts-252,https://www.queenconcerts.com/detail/live/252/queen-live-14-04-1976-apollo-stadium-adelaide-australia.html
"Queen at Apollo Stadium, Adelaide, Australia","Queen performed at Apollo Stadium in Adelaide, Australia.",1976-04-15,ExactDate,Concert,30,Curated,queenconcerts-253,https://www.queenconcerts.com/detail/live/253/queen-live-15-04-1976-apollo-stadium-adelaide-australia.html
"Queen at Hordern Pavilion, Sydney, Australia","Queen performed at Hordern Pavilion in Sydney, Australia.",1976-04-17,ExactDate,Concert,30,Curated,queenconcerts-254,https://www.queenconcerts.com/detail/live/254/queen-live-17-04-1976-hordern-pavilion-sydney-australia.html
"Queen at Hordern Pavilion, Sydney, Australia","Queen performed at Hordern Pavilion in Sydney, Australia.",1976-04-18,ExactDate,Concert,30,Curated,queenconcerts-255,https://www.queenconcerts.com/detail/live/255/queen-live-18-04-1976-hordern-pavilion-sydney-australia.html
"Queen at Festival Hall, Melbourne, Australia","Queen performed at Festival Hall in Melbourne, Australia.",1976-04-20,ExactDate,Concert,30,Curated,queenconcerts-257,https://www.queenconcerts.com/detail/live/257/queen-live-20-04-1976-festival-hall-melbourne-australia.html
"Queen at Festival Hall, Brisbane, Australia","Queen performed at Festival Hall in Brisbane, Australia.",1976-04-23,ExactDate,Concert,30,Curated,queenconcerts-258,https://www.queenconcerts.com/detail/live/258/queen-live-23-04-1976-festival-hall-brisbane-australia.html
"Queen at Playhouse Theatre, Edinburgh, UK","Queen performed at Playhouse Theatre in Edinburgh, UK.",1976-09-01,ExactDate,Concert,30,Curated,queenconcerts-259,https://www.queenconcerts.com/detail/live/259/queen-live-01-09-1976-playhouse-theatre-edinburgh-uk.html
"Queen at Playhouse Theatre, Edinburgh, UK","Queen performed at Playhouse Theatre in Edinburgh, UK.",1976-09-02,ExactDate,Concert,30,Curated,queenconcerts-260,https://www.queenconcerts.com/detail/live/260/queen-live-02-09-1976-playhouse-theatre-edinburgh-uk.html
"Queen at Castle, Cardiff, UK","Queen performed at Castle in Cardiff, UK.",1976-09-10,ExactDate,Concert,30,Curated,queenconcerts-261,https://www.queenconcerts.com/detail/live/261/queen-live-10-09-1976-castle-cardiff-uk.html
"Queen at St. John Arena, Columbus, USA","Queen performed at St. John Arena in Columbus, USA.",1977-01-15,ExactDate,Concert,30,Curated,queenconcerts-265,https://www.queenconcerts.com/detail/live/265/queen-live-15-01-1977-st-john-arena-columbus-oh-usa.html
"Queen at Convention Centre, Indianapolis, USA","Queen performed at Convention Centre in Indianapolis, USA.",1977-01-16,ExactDate,Concert,30,Curated,queenconcerts-266,https://www.queenconcerts.com/detail/live/266/queen-live-16-01-1977-convention-centre-indianapolis-in-usa.html
"Queen at Cobo Hall, Detroit, USA","Queen performed at Cobo Hall in Detroit, USA.",1977-01-18,ExactDate,Concert,30,Curated,queenconcerts-267,https://www.queenconcerts.com/detail/live/267/queen-live-18-01-1977-cobo-hall-detroit-mi-usa.html
"Queen at Civic Centre, Saginaw, USA","Queen performed at Civic Centre in Saginaw, USA.",1977-01-20,ExactDate,Concert,30,Curated,queenconcerts-268,https://www.queenconcerts.com/detail/live/268/queen-live-20-01-1977-civic-centre-saginaw-mi-usa.html
"Queen at The Gardens, Louisville, USA","Queen performed at The Gardens in Louisville, USA.",1977-01-21,ExactDate,Concert,30,Curated,queenconcerts-269,https://www.queenconcerts.com/detail/live/269/queen-live-21-01-1977-the-gardens-louisville-ky-usa.html
"Queen at Wings Stadium, Kalamazoo, USA","Queen performed at Wings Stadium in Kalamazoo, USA.",1977-01-22,ExactDate,Concert,30,Curated,queenconcerts-270,https://www.queenconcerts.com/detail/live/270/queen-live-22-01-1977-wings-stadium-kalamazoo-mi-usa.html
"Queen at Coliseum, Richfield, USA","Queen performed at Coliseum in Richfield, USA.",1977-01-23,ExactDate,Concert,30,Curated,queenconcerts-271,https://www.queenconcerts.com/detail/live/271/queen-live-23-01-1977-coliseum-richfield-oh-usa.html
"Queen at Civic Centre, Ottawa, Canada","Queen performed at Civic Centre in Ottawa, Canada.",1977-01-25,ExactDate,Concert,30,Curated,queenconcerts-272,https://www.queenconcerts.com/detail/live/272/queen-live-25-01-1977-civic-centre-ottawa-canada.html
"Queen at Forum, Montreal, Canada","Queen performed at Forum in Montreal, Canada.",1977-01-26,ExactDate,Concert,30,Curated,queenconcerts-273,https://www.queenconcerts.com/detail/live/273/queen-live-26-01-1977-forum-montreal-canada.html
"Queen at Stadium, Chicago, USA","Queen performed at Stadium in Chicago, USA.",1977-01-28,ExactDate,Concert,30,Curated,queenconcerts-274,https://www.queenconcerts.com/detail/live/274/queen-live-28-01-1977-stadium-chicago-il-usa.html
"Queen at Sports Arena, Toledo, USA","Queen performed at Sports Arena in Toledo, USA.",1977-01-30,ExactDate,Concert,30,Curated,queenconcerts-275,https://www.queenconcerts.com/detail/live/275/queen-live-30-01-1977-sports-arena-toledo-oh-usa.html
"Queen at Maple Leaf Gardens, Toronto, Canada","Queen performed at Maple Leaf Gardens in Toronto, Canada.",1977-02-01,ExactDate,Concert,30,Curated,queenconcerts-276,https://www.queenconcerts.com/detail/live/276/queen-live-01-02-1977-maple-leaf-gardens-toronto-canada.html
"Queen at Civic Centre, Springfield, USA","Queen performed at Civic Centre in Springfield, USA.",1977-02-03,ExactDate,Concert,30,Curated,queenconcerts-277,https://www.queenconcerts.com/detail/live/277/queen-live-03-02-1977-civic-centre-springfield-ma-usa.html
"Queen at Cole Field House, University of Maryland, College Park, USA","Queen performed at Cole Field House, University of Maryland in College Park, USA.",1977-02-04,ExactDate,Concert,30,Curated,queenconcerts-278,https://www.queenconcerts.com/detail/live/278/queen-live-04-02-1977-cole-field-house-university-of-maryland-college-park-md-usa.html
"Queen at Madison Square Garden, New York, USA","Queen performed at Madison Square Garden in New York, USA.",1977-02-05,ExactDate,Concert,30,Curated,queenconcerts-279,https://www.queenconcerts.com/detail/live/279/queen-live-05-02-1977-madison-square-garden-new-york-ny-usa.html
"Queen at Nassau Coliseum, Uniondale,  Long Island, USA","Queen performed at Nassau Coliseum in Uniondale,  Long Island, USA.",1977-02-06,ExactDate,Concert,30,Curated,queenconcerts-280,https://www.queenconcerts.com/detail/live/280/queen-live-06-02-1977-nassau-coliseum-uniondale-long-island-ny-usa.html
"Queen at War Memorial Auditorium, Syracuse, USA","Queen performed at War Memorial Auditorium in Syracuse, USA.",1977-02-08,ExactDate,Concert,30,Curated,queenconcerts-281,https://www.queenconcerts.com/detail/live/281/queen-live-08-02-1977-war-memorial-auditorium-syracuse-ny-usa.html
"Queen at Garden, Boston, USA","Queen performed at Garden in Boston, USA.",1977-02-09,ExactDate,Concert,30,Curated,queenconcerts-282,https://www.queenconcerts.com/detail/live/282/queen-live-09-02-1977-garden-boston-ma-usa.html
"Queen at Civic Centre, Providence, USA","Queen performed at Civic Centre in Providence, USA.",1977-02-10,ExactDate,Concert,30,Curated,queenconcerts-283,https://www.queenconcerts.com/detail/live/283/queen-live-10-02-1977-civic-centre-providence-ri-usa.html
"Queen at Civic Centre, Philadelphia, USA","Queen performed at Civic Centre in Philadelphia, USA.",1977-02-11,ExactDate,Concert,30,Curated,queenconcerts-284,https://www.queenconcerts.com/detail/live/284/queen-live-11-02-1977-civic-centre-philadelphia-pa-usa.html
"Queen at Sportatorium, Miami, USA","Queen performed at Sportatorium in Miami, USA.",1977-02-19,ExactDate,Concert,30,Curated,queenconcerts-285,https://www.queenconcerts.com/detail/live/285/queen-live-19-02-1977-sportatorium-miami-fl-usa.html
"Queen at Civic Centre, Lakeland, USA","Queen performed at Civic Centre in Lakeland, USA.",1977-02-20,ExactDate,Concert,30,Curated,queenconcerts-286,https://www.queenconcerts.com/detail/live/286/queen-live-20-02-1977-civic-centre-lakeland-fl-usa.html
"Queen at Omni, Atlanta, USA","Queen performed at Omni in Atlanta, USA.",1977-02-21,ExactDate,Concert,30,Curated,queenconcerts-287,https://www.queenconcerts.com/detail/live/287/queen-live-21-02-1977-omni-atlanta-ga-usa.html
"Queen at Auditorium, Birmingham, USA","Queen performed at Auditorium in Birmingham, USA.",1977-02-22,ExactDate,Concert,30,Curated,queenconcerts-288,https://www.queenconcerts.com/detail/live/288/queen-live-22-02-1977-auditorium-birmingham-al-usa.html
"Queen at Kiel Auditorium, St. Louis, USA","Queen performed at Kiel Auditorium in St. Louis, USA.",1977-02-23,ExactDate,Concert,30,Curated,queenconcerts-293,https://www.queenconcerts.com/detail/live/293/queen-live-23-02-1977-kiel-auditorium-st-louis-mo-usa.html
"Queen at SMU Moody Coliseum, Dallas, USA","Queen performed at SMU Moody Coliseum in Dallas, USA.",1977-02-25,ExactDate,Concert,30,Curated,queenconcerts-294,https://www.queenconcerts.com/detail/live/294/queen-live-25-02-1977-smu-moody-coliseum-dallas-tx-usa.html
"Queen at Sam Houston, Houston, USA","Queen performed at Sam Houston in Houston, USA.",1977-02-26,ExactDate,Concert,30,Curated,queenconcerts-295,https://www.queenconcerts.com/detail/live/295/queen-live-26-02-1977-sam-houston-houston-tx-usa.html
"Queen at Coliseum, Phoenix, USA","Queen performed at Coliseum in Phoenix, USA.",1977-03-01,ExactDate,Concert,30,Curated,queenconcerts-296,https://www.queenconcerts.com/detail/live/296/queen-live-01-03-1977-coliseum-phoenix-az-usa.html
"Queen at Forum, Inglewood, USA","Queen performed at Forum in Inglewood, USA.",1977-03-02,ExactDate,Concert,30,Curated,queenconcerts-297,https://www.queenconcerts.com/detail/live/297/queen-live-02-03-1977-forum-inglewood-ca-usa.html
"Queen at Forum, Inglewood, USA","Queen performed at Forum in Inglewood, USA.",1977-03-03,ExactDate,Concert,30,Curated,queenconcerts-298,https://www.queenconcerts.com/detail/live/298/queen-live-03-03-1977-forum-inglewood-ca-usa.html
"Queen at Sports Arena, San Diego, USA","Queen performed at Sports Arena in San Diego, USA.",1977-03-05,ExactDate,Concert,30,Curated,queenconcerts-299,https://www.queenconcerts.com/detail/live/299/queen-live-05-03-1977-sports-arena-san-diego-ca-usa.html
"Queen at Winterland Arena, San Francisco, USA","Queen performed at Winterland Arena in San Francisco, USA.",1977-03-06,ExactDate,Concert,30,Curated,queenconcerts-300,https://www.queenconcerts.com/detail/live/300/queen-live-06-03-1977-winterland-arena-san-francisco-ca-usa.html
"Queen at PNE Coliseum, Vancouver, Canada","Queen performed at PNE Coliseum in Vancouver, Canada.",1977-03-11,ExactDate,Concert,30,Curated,queenconcerts-301,https://www.queenconcerts.com/detail/live/301/queen-live-11-03-1977-pne-coliseum-vancouver-canada.html
"Queen at Paramount, Portland, USA","Queen performed at Paramount in Portland, USA.",1977-03-12,ExactDate,Concert,30,Curated,queenconcerts-302,https://www.queenconcerts.com/detail/live/302/queen-live-12-03-1977-paramount-portland-or-usa.html
"Queen at Arena, Seattle, USA","Queen performed at Arena in Seattle, USA.",1977-03-13,ExactDate,Concert,30,Curated,queenconcerts-303,https://www.queenconcerts.com/detail/live/303/queen-live-13-03-1977-arena-seattle-wa-usa.html
"Queen at Jubilee Auditorium, Calgary, Canada","Queen performed at Jubilee Auditorium in Calgary, Canada.",1977-03-16,ExactDate,Concert,30,Curated,queenconcerts-304,https://www.queenconcerts.com/detail/live/304/queen-live-16-03-1977-jubilee-auditorium-calgary-canada.html
"Queen at Jubilee Auditorium, Calgary, Canada","Queen performed at Jubilee Auditorium in Calgary, Canada.",1977-03-17,ExactDate,Concert,30,Curated,queenconcerts-305,https://www.queenconcerts.com/detail/live/305/queen-live-17-03-1977-jubilee-auditorium-calgary-canada.html
"Queen at Northlands Arena, Edmonton, Canada","Queen performed at Northlands Arena in Edmonton, Canada.",1977-03-18,ExactDate,Concert,30,Curated,queenconcerts-306,https://www.queenconcerts.com/detail/live/306/queen-live-18-03-1977-northlands-arena-edmonton-canada.html
"Queen at Ice Stadium, Stockholm, Sweden","Queen performed at Ice Stadium in Stockholm, Sweden.",1977-05-08,ExactDate,Concert,30,Curated,queenconcerts-307,https://www.queenconcerts.com/detail/live/307/queen-live-08-05-1977-ice-stadium-stockholm-sweden.html
"Queen at Scandinavium, Gothenburg, Sweden","Queen performed at Scandinavium in Gothenburg, Sweden.",1977-05-10,ExactDate,Concert,30,Curated,queenconcerts-308,https://www.queenconcerts.com/detail/live/308/queen-live-10-05-1977-scandinavium-gothenburg-sweden.html
"Queen at Broendby Hall, Copenhagen, Denmark","Queen performed at Broendby Hall in Copenhagen, Denmark.",1977-05-12,ExactDate,Concert,30,Curated,queenconcerts-309,https://www.queenconcerts.com/detail/live/309/queen-live-12-05-1977-broendby-hall-copenhagen-denmark.html
"Queen at Congresscentrum, Hamburg, Germany","Queen performed at Congresscentrum in Hamburg, Germany.",1977-05-13,ExactDate,Concert,30,Curated,queenconcerts-310,https://www.queenconcerts.com/detail/live/310/queen-live-13-05-1977-congresscentrum-hamburg-germany.html
"Queen at Festhalle, Frankfurt, Germany","Queen performed at Festhalle in Frankfurt, Germany.",1977-05-14,ExactDate,Concert,30,Curated,queenconcerts-311,https://www.queenconcerts.com/detail/live/311/queen-live-14-05-1977-festhalle-frankfurt-germany.html
"Queen at Phillipshalle, Dusseldorf, Germany","Queen performed at Phillipshalle in Dusseldorf, Germany.",1977-05-16,ExactDate,Concert,30,Curated,queenconcerts-312,https://www.queenconcerts.com/detail/live/312/queen-live-16-05-1977-phillipshalle-dusseldorf-germany.html
"Queen at Ahoy Hall, Rotterdam, The Netherlands","Queen performed at Ahoy Hall in Rotterdam, The Netherlands.",1977-05-17,ExactDate,Concert,30,Curated,queenconcerts-313,https://www.queenconcerts.com/detail/live/313/queen-live-17-05-1977-ahoy-hall-rotterdam-the-netherlands.html
"Queen at Sporthalle, Basel, Switzerland","Queen performed at Sporthalle in Basel, Switzerland.",1977-05-19,ExactDate,Concert,30,Curated,queenconcerts-314,https://www.queenconcerts.com/detail/live/314/queen-live-19-05-1977-sporthalle-basel-switzerland.html
"Queen at Hippodrome, Bristol, UK","Queen performed at Hippodrome in Bristol, UK.",1977-05-23,ExactDate,Concert,30,Curated,queenconcerts-315,https://www.queenconcerts.com/detail/live/315/queen-live-23-05-1977-hippodrome-bristol-uk.html
"Queen at Hippodrome, Bristol, UK","Queen performed at Hippodrome in Bristol, UK.",1977-05-24,ExactDate,Concert,30,Curated,queenconcerts-316,https://www.queenconcerts.com/detail/live/316/queen-live-24-05-1977-hippodrome-bristol-uk.html
"Queen at Gaumont, Southampton, UK","Queen performed at Gaumont in Southampton, UK.",1977-05-26,ExactDate,Concert,30,Curated,queenconcerts-317,https://www.queenconcerts.com/detail/live/317/queen-live-26-05-1977-gaumont-southampton-uk.html
"Queen at Gaumont, Southampton, UK","Queen performed at Gaumont in Southampton, UK.",1977-05-27,ExactDate,Concert,30,Curated,queenconcerts-318,https://www.queenconcerts.com/detail/live/318/queen-live-27-05-1977-gaumont-southampton-uk.html
"Queen at New Bingley Hall, Stafford, UK","Queen performed at New Bingley Hall in Stafford, UK.",1977-05-29,ExactDate,Concert,30,Curated,queenconcerts-319,https://www.queenconcerts.com/detail/live/319/queen-live-29-05-1977-new-bingley-hall-stafford-uk.html
"Queen at Apollo Theatre, Glasgow, UK","Queen performed at Apollo Theatre in Glasgow, UK.",1977-05-30,ExactDate,Concert,30,Curated,queenconcerts-320,https://www.queenconcerts.com/detail/live/320/queen-live-30-05-1977-apollo-theatre-glasgow-uk.html
"Queen at Apollo Theatre, Glasgow, UK","Queen performed at Apollo Theatre in Glasgow, UK.",1977-05-31,ExactDate,Concert,30,Curated,queenconcerts-321,https://www.queenconcerts.com/detail/live/321/queen-live-31-05-1977-apollo-theatre-glasgow-uk.html
"Queen at Empire Theatre, Liverpool, UK","Queen performed at Empire Theatre in Liverpool, UK.",1977-06-02,ExactDate,Concert,30,Curated,queenconcerts-322,https://www.queenconcerts.com/detail/live/322/queen-live-02-06-1977-empire-theatre-liverpool-uk.html
"Queen at Empire Theatre, Liverpool, UK","Queen performed at Empire Theatre in Liverpool, UK.",1977-06-03,ExactDate,Concert,30,Curated,queenconcerts-323,https://www.queenconcerts.com/detail/live/323/queen-live-03-06-1977-empire-theatre-liverpool-uk.html
"Queen at Earls Court, London, UK","Queen performed at Earls Court in London, UK.",1977-06-07,ExactDate,Concert,30,Curated,queenconcerts-325,https://www.queenconcerts.com/detail/live/325/queen-live-07-06-1977-earls-court-london-uk.html
"Queen at New London Theatre, London, UK",Queen played a short live set for fans after filming the 'We Are the Champions' video.,1977-10-06,ExactDate,Concert,30,Curated,queen-concert-special-1977-10-06,https://www.queenconcerts.com/live/queen/other.html
"Queen at Garden, Boston, USA","Queen performed at Garden in Boston, USA.",1977-11-12,ExactDate,Concert,30,Curated,queenconcerts-328,https://www.queenconcerts.com/detail/live/328/queen-live-12-11-1977-garden-boston-ma-usa.html
"Queen at Civic Centre, Springfield, USA","Queen performed at Civic Centre in Springfield, USA.",1977-11-13,ExactDate,Concert,30,Curated,queenconcerts-329,https://www.queenconcerts.com/detail/live/329/queen-live-13-11-1977-civic-centre-springfield-ma-usa.html
"Queen at Civic Centre, Providence, USA","Queen performed at Civic Centre in Providence, USA.",1977-11-15,ExactDate,Concert,30,Curated,queenconcerts-330,https://www.queenconcerts.com/detail/live/330/queen-live-15-11-1977-civic-centre-providence-ri-usa.html
"Queen at Memorial Coliseum, New Haven, USA","Queen performed at Memorial Coliseum in New Haven, USA.",1977-11-16,ExactDate,Concert,30,Curated,queenconcerts-331,https://www.queenconcerts.com/detail/live/331/queen-live-16-11-1977-memorial-coliseum-new-haven-ct-usa.html
"Queen at Cobo Hall, Detroit, USA","Queen performed at Cobo Hall in Detroit, USA.",1977-11-18,ExactDate,Concert,30,Curated,queenconcerts-332,https://www.queenconcerts.com/detail/live/332/queen-live-18-11-1977-cobo-hall-detroit-mi-usa.html
"Queen at Cobo Hall, Detroit, USA","Queen performed at Cobo Hall in Detroit, USA.",1977-11-19,ExactDate,Concert,30,Curated,queenconcerts-333,https://www.queenconcerts.com/detail/live/333/queen-live-19-11-1977-cobo-hall-detroit-mi-usa.html
"Queen at Maple Leaf Gardens, Toronto, Canada","Queen performed at Maple Leaf Gardens in Toronto, Canada.",1977-11-21,ExactDate,Concert,30,Curated,queenconcerts-334,https://www.queenconcerts.com/detail/live/334/queen-live-21-11-1977-maple-leaf-gardens-toronto-canada.html
"Queen at The Spectrum, Philadelphia, USA","Queen performed at The Spectrum in Philadelphia, USA.",1977-11-23,ExactDate,Concert,30,Curated,queenconcerts-335,https://www.queenconcerts.com/detail/live/335/queen-live-23-11-1977-the-spectrum-philadelphia-pa-usa.html
"Queen at The Spectrum, Philadelphia, USA","Queen performed at The Spectrum in Philadelphia, USA.",1977-11-24,ExactDate,Concert,30,Curated,queenconcerts-336,https://www.queenconcerts.com/detail/live/336/queen-live-24-11-1977-the-spectrum-philadelphia-pa-usa.html
"Queen at Scope Arena, Norfolk, USA","Queen performed at Scope Arena in Norfolk, USA.",1977-11-25,ExactDate,Concert,30,Curated,queenconcerts-337,https://www.queenconcerts.com/detail/live/337/queen-live-25-11-1977-scope-arena-norfolk-va-usa.html
"Queen at Coliseum, Richfield, USA","Queen performed at Coliseum in Richfield, USA.",1977-11-27,ExactDate,Concert,30,Curated,queenconcerts-338,https://www.queenconcerts.com/detail/live/338/queen-live-27-11-1977-coliseum-richfield-oh-usa.html
"Queen at Capital Centre, Landover, USA","Queen performed at Capital Centre in Landover, USA.",1977-11-29,ExactDate,Concert,30,Curated,queenconcerts-339,https://www.queenconcerts.com/detail/live/339/queen-live-29-11-1977-capital-centre-landover-md-usa.html
"Queen at Madison Square Garden, New York, USA","Queen performed at Madison Square Garden in New York, USA.",1977-12-01,ExactDate,Concert,30,Curated,queenconcerts-340,https://www.queenconcerts.com/detail/live/340/queen-live-01-12-1977-madison-square-garden-new-york-ny-usa.html
"Queen at Madison Square Garden, New York, USA","Queen performed at Madison Square Garden in New York, USA.",1977-12-02,ExactDate,Concert,30,Curated,queenconcerts-341,https://www.queenconcerts.com/detail/live/341/queen-live-02-12-1977-madison-square-garden-new-york-ny-usa.html
