Title,Summary,EventDate,DatePrecision,Category,Importance,SourceType,SourceKey,SourceUrl
"Queen at Guildhall, Preston, UK","Queen performed at Guildhall in Preston, UK.",1974-11-10,ExactDate,Concert,30,Curated,queenconcerts-125,https://www.queenconcerts.com/detail/live/125/queen-live-10-11-1974-guildhall-preston-uk.html
"Queen at Colston Hall, Bristol, UK","Queen performed at Colston Hall in Bristol, UK.",1974-11-12,ExactDate,Concert,30,Curated,queenconcerts-126,https://www.queenconcerts.com/detail/live/126/queen-live-12-11-1974-colston-hall-bristol-uk.html
"Queen at Winter Gardens, Bournemouth, UK","Queen performed at Winter Gardens in Bournemouth, UK.",1974-11-13,ExactDate,Concert,30,Curated,queenconcerts-127,https://www.queenconcerts.com/detail/live/127/queen-live-13-11-1974-winter-gardens-bournemouth-uk.html
"Queen at Gaumont, Southampton, UK","Queen performed at Gaumont in Southampton, UK.",1974-11-14,ExactDate,Concert,30,Curated,queenconcerts-128,https://www.queenconcerts.com/detail/live/128/queen-live-14-11-1974-gaumont-southampton-uk.html
"Queen at Brangwyn Hall, Swansea, UK","Queen performed at Brangwyn Hall in Swansea, UK.",1974-11-15,ExactDate,Concert,30,Curated,queenconcerts-129,https://www.queenconcerts.com/detail/live/129/queen-live-15-11-1974-brangwyn-hall-swansea-uk.html
"Queen at Town Hall, Birmingham, UK","Queen performed at Town Hall in Birmingham, UK.",1974-11-16,ExactDate,Concert,30,Curated,queenconcerts-130,https://www.queenconcerts.com/detail/live/130/queen-live-16-11-1974-town-hall-birmingham-uk.html
"Queen at New Theatre, Oxford, UK","Queen performed at New Theatre in Oxford, UK.",1974-11-18,ExactDate,Concert,30,Curated,queenconcerts-131,https://www.queenconcerts.com/detail/live/131/queen-live-18-11-1974-new-theatre-oxford-uk.html
"Queen at Rainbow Theatre, London, UK","Queen performed at Rainbow Theatre in London, UK.",1974-11-19,ExactDate,Concert,30,Curated,queenconcerts-132,https://www.queenconcerts.com/detail/live/132/queen-live-19-11-1974-rainbow-theatre-london-uk.html
"Queen at Konserthuset, Gothenburg, Sweden","Queen performed at Konserthuset in Gothenburg, Sweden.",1974-11-23,ExactDate,Concert,30,Curated,queenconcerts-134,https://www.queenconcerts.com/detail/live/134/queen-live-23-11-1974-konserthuset-gothenburg-sweden.html
"Queen at Helsingin Kulttuuritalo, Helsinki, Finland","Queen performed at Helsingin Kulttuuritalo in Helsinki, Finland.",1974-11-25,ExactDate,Concert,30,Curated,queenconcerts-135,https://www.queenconcerts.com/detail/live/135/queen-live-25-11-1974-helsingin-kulttuuritalo-helsinki-finland.html
"Queen at Olympen, Lund, Sweden","Queen performed at Olympen in Lund, Sweden.",1974-11-27,ExactDate,Concert,30,Curated,queenconcerts-136,https://www.queenconcerts.com/detail/live/136/queen-live-27-11-1974-olympen-lund-sweden.html
"Queen at Palmengarten, Frankfurt, Germany","Queen performed at Palmengarten in Frankfurt, Germany.",1974-12-04,ExactDate,Concert,30,Curated,queenconcerts-139,https://www.queenconcerts.com/detail/live/139/queen-live-04-12-1974-palmengarten-frankfurt-germany.html
"Queen at Musikhalle, Hamburg, Germany","Queen performed at Musikhalle in Hamburg, Germany.",1974-12-05,ExactDate,Concert,30,Curated,queenconcerts-140,https://www.queenconcerts.com/detail/live/140/queen-live-05-12-1974-musikhalle-hamburg-germany.html
"Queen at Sartory Saal, Cologne, Germany","Queen performed at Sartory Saal in Cologne, Germany.",1974-12-06,ExactDate,Concert,30,Curated,queenconcerts-141,https://www.queenconcerts.com/detail/live/141/queen-live-06-12-1974-sartory-saal-cologne-germany.html
"Queen at Congres Gebouw, The Hague, The Netherlands","Queen performed at Congres Gebouw in The Hague, The Netherlands.",1974-12-08,ExactDate,Concert,30,Curated,queenconcerts-143,https://www.queenconcerts.com/detail/live/143/queen-live-08-12-1974-congres-gebouw-the-hague-the-netherlands.html
"Queen at Theatre 140, Brussels, Belgium","Queen performed at Theatre 140 in Brussels, Belgium.",1974-12-10,ExactDate,Concert,30,Curated,queenconcerts-137,https://www.queenconcerts.com/detail/live/137/queen-live-10-12-1974-theatre-140-brussels-belgium.html
"Queen at Palacio Municipal de Deportes, Barcelona, Spain","Queen performed at Palacio Municipal de Deportes in Barcelona, Spain.",1974-12-13,ExactDate,Concert,30,Curated,queenconcerts-144,https://www.queenconcerts.com/detail/live/144/queen-live-13-12-1974-palacio-municipal-de-deportes-barcelona-spain.html
"Queen at Agora, Columbus, USA","Queen performed at Agora in Columbus, USA.",1975-02-05,ExactDate,Concert,30,Curated,queenconcerts-145,https://www.queenconcerts.com/detail/live/145/queen-live-05-02-1975-agora-columbus-oh-usa.html
"Queen at Palace Theatre, Dayton, USA","Queen performed at Palace Theatre in Dayton, USA.",1975-02-07,ExactDate,Concert,30,Curated,queenconcerts-146,https://www.queenconcerts.com/detail/live/146/queen-live-07-02-1975-palace-theatre-dayton-oh-usa.html
"Queen at Music Hall, Cleveland, USA (first show)","Queen performed at Music Hall in Cleveland, USA, the first show there that day.",1975-02-08,ExactDate,Concert,30,Curated,queenconcerts-147,https://www.queenconcerts.com/detail/live/147/queen-live-08-02-1975-music-hall-cleveland-oh-usa-1st-gig.html
"Queen at Music Hall, Cleveland, USA (second show)","Queen performed at Music Hall in Cleveland, USA, the second show there that day.",1975-02-08,ExactDate,Concert,30,Curated,queenconcerts-1306,https://www.queenconcerts.com/detail/live/1306/queen-live-08-02-1975-music-hall-cleveland-oh-usa-2nd-gig.html
"Queen at Morris Civic Auditorium, South Bend, USA","Queen performed at Morris Civic Auditorium in South Bend, USA.",1975-02-09,ExactDate,Concert,30,Curated,queenconcerts-148,https://www.queenconcerts.com/detail/live/148/queen-live-09-02-1975-morris-civic-auditorium-south-bend-in-usa.html
"Queen at Ford Auditorium, Detroit, USA","Queen performed at Ford Auditorium in Detroit, USA.",1975-02-10,ExactDate,Concert,30,Curated,queenconcerts-149,https://www.queenconcerts.com/detail/live/149/queen-live-10-02-1975-ford-auditorium-detroit-mi-usa.html
"Queen at Student Union Auditorium, Toledo, USA","Queen performed at Student Union Auditorium in Toledo, USA.",1975-02-11,ExactDate,Concert,30,Curated,queenconcerts-150,https://www.queenconcerts.com/detail/live/150/queen-live-11-02-1975-student-union-auditorium-toledo-oh-usa.html
"Queen at Riverfront Coliseum, Cincinnati, USA","Queen performed at Riverfront Coliseum in Cincinnati, USA.",1975-02-12,ExactDate,Concert,30,Curated,queenconcerts-1822,https://www.queenconcerts.com/detail/live/1822/queen-live-12-02-1975-riverfront-coliseum-cincinnati-oh-usa.html
"Queen at Palace Theatre, Waterbury, USA","Queen performed at Palace Theatre in Waterbury, USA.",1975-02-14,ExactDate,Concert,30,Curated,queenconcerts-151,https://www.queenconcerts.com/detail/live/151/queen-live-14-02-1975-palace-theatre-waterbury-ct-usa.html
"Queen at Orpheum Theatre, Boston, USA (first show)","Queen performed at Orpheum Theatre in Boston, USA, the first show there that day.",1975-02-15,ExactDate,Concert,30,Curated,queenconcerts-152,https://www.queenconcerts.com/detail/live/152/queen-live-15-02-1975-orpheum-theatre-boston-ma-usa-1st-gig.html
"Queen at Orpheum Theatre, Boston, USA (second show)","Queen performed at Orpheum Theatre in Boston, USA, the second show there that day.",1975-02-15,ExactDate,Concert,30,Curated,queenconcerts-1307,https://www.queenconcerts.com/detail/live/1307/queen-live-15-02-1975-orpheum-theatre-boston-ma-usa-2nd-gig.html
"Queen at Avery Fisher Hall, New York, USA (first show)","Queen performed at Avery Fisher Hall in New York, USA, the first show there that day.",1975-02-16,ExactDate,Concert,30,Curated,queenconcerts-153,https://www.queenconcerts.com/detail/live/153/queen-live-16-02-1975-avery-fisher-hall-new-york-ny-usa-1st-gig.html
"Queen at Avery Fisher Hall, New York, USA (second show)","Queen performed at Avery Fisher Hall in New York, USA, the second show there that day.",1975-02-16,ExactDate,Concert,30,Curated,queenconcerts-1308,https://www.queenconcerts.com/detail/live/1308/queen-live-16-02-1975-avery-fisher-hall-new-york-ny-usa-2nd-gig.html
"Queen at War Memorial, Trenton, USA","Queen performed at War Memorial in Trenton, USA.",1975-02-17,ExactDate,Concert,30,Curated,queenconcerts-154,https://www.queenconcerts.com/detail/live/154/queen-live-17-02-1975-war-memorial-trenton-nj-usa.html
"Queen at Armory, Lewiston, USA","Queen performed at Armory in Lewiston, USA.",1975-02-19,ExactDate,Concert,30,Curated,queenconcerts-155,https://www.queenconcerts.com/detail/live/155/queen-live-19-02-1975-armory-lewiston-me-usa.html
"Queen at Capital Theater, Passaic, USA","Queen performed at Capital Theater in Passaic, USA.",1975-02-21,ExactDate,Concert,30,Curated,queenconcerts-156,https://www.queenconcerts.com/detail/live/156/queen-live-21-02-1975-capital-theater-passaic-nj-usa.html
"Queen at Farm Arena, Harrisburg, USA","Queen performed at Farm Arena in Harrisburg, USA.",1975-02-22,ExactDate,Concert,30,Curated,queenconcerts-157,https://www.queenconcerts.com/detail/live/157/queen-live-22-02-1975-farm-arena-harrisburg-pa-usa.html
"Queen at Erlanger Theatre, Philadelphia, USA (first show)","Queen performed at Erlanger Theatre in Philadelphia, USA, the first show there that day.",1975-02-23,ExactDate,Concert,30,Curated,queenconcerts-158,https://www.queenconcerts.com/detail/live/158/queen-live-23-02-1975-erlanger-theatre-philadelphia-pa-usa-1st-gig.html
"Queen at Erlanger Theatre, Philadelphia, USA (second show)","Queen performed at Erlanger Theatre in Philadelphia, USA, the second show there that day.",1975-02-23,ExactDate,Concert,30,Curated,queenconcerts-1309,https://www.queenconcerts.com/detail/live/1309/queen-live-23-02-1975-erlanger-theatre-philadelphia-pa-usa-2nd-gig.html
"Queen at Mary E Sawyer Auditorium, La Crosse, USA","Queen performed at Mary E Sawyer Auditorium in La Crosse, USA.",1975-03-05,ExactDate,Concert,30,Curated,queenconcerts-160,https://www.queenconcerts.com/detail/live/160/queen-live-05-03-1975-mary-e-sawyer-auditorium-la-crosse-wi-usa.html
"Queen at Dane County Coliseum, Madison, USA","Queen performed at Dane County Coliseum in Madison, USA.",1975-03-06,ExactDate,Concert,30,Curated,queenconcerts-161,https://www.queenconcerts.com/detail/live/161/queen-live-06-03-1975-dane-county-coliseum-madison-wi-usa.html
"Queen at Uptown Theatre, Milwaukee, USA","Queen performed at Uptown Theatre in Milwaukee, USA.",1975-03-07,ExactDate,Concert,30,Curated,queenconcerts-162,https://www.queenconcerts.com/detail/live/162/queen-live-07-03-1975-uptown-theatre-milwaukee-wi-usa.html
"Queen at Aragon Ballroom, Chicago, USA","Queen performed at Aragon Ballroom in Chicago, USA.",1975-03-08,ExactDate,Concert,30,Curated,queenconcerts-163,https://www.queenconcerts.com/detail/live/163/queen-live-08-03-1975-aragon-ballroom-chicago-il-usa.html
"Queen at Kiel Auditorium, St. Louis, USA","Queen performed at Kiel Auditorium in St. Louis, USA.",1975-03-09,ExactDate,Concert,30,Curated,queenconcerts-164,https://www.queenconcerts.com/detail/live/164/queen-live-09-03-1975-kiel-auditorium-st-louis-mo-usa.html
"Queen at Coliseum, Fort Wayne, USA","Queen performed at Coliseum in Fort Wayne, USA.",1975-03-10,ExactDate,Concert,30,Curated,queenconcerts-165,https://www.queenconcerts.com/detail/live/165/queen-live-10-03-1975-coliseum-fort-wayne-in-usa.html
"Queen at Municipal Auditorium, Atlanta, USA","Queen performed at Municipal Auditorium in Atlanta, USA.",1975-03-12,ExactDate,Concert,30,Curated,queenconcerts-166,https://www.queenconcerts.com/detail/live/166/queen-live-12-03-1975-municipal-auditorium-atlanta-ga-usa.html
"Queen at Civic Auditorium, Charleston, USA","Queen performed at Civic Auditorium in Charleston, USA.",1975-03-13,ExactDate,Concert,30,Curated,queenconcerts-167,https://www.queenconcerts.com/detail/live/167/queen-live-13-03-1975-civic-auditorium-charleston-sc-usa.html
"Queen at Marine Stadium, Miami, USA","Queen performed at Marine Stadium in Miami, USA.",1975-03-17,ExactDate,Concert,30,Curated,queenconcerts-168,https://www.queenconcerts.com/detail/live/168/queen-live-17-03-1975-marine-stadium-miami-fl-usa.html
"Queen at St. Bernard Parish Civic Auditorium, New Orleans, USA","Queen performed at St. Bernard Parish Civic Auditorium in New Orleans, USA.",1975-03-18,ExactDate,Concert,30,Curated,queenconcerts-169,https://www.queenconcerts.com/detail/live/169/queen-live-18-03-1975-st-bernard-parish-civic-auditorium-new-orleans-la-usa.html
"Queen at Municipal Hall, San Antonio, USA","Queen performed at Municipal Hall in San Antonio, USA.",1975-03-20,ExactDate,Concert,30,Curated,queenconcerts-170,https://www.queenconcerts.com/detail/live/170/queen-live-20-03-1975-municipal-hall-san-antonio-tx-usa.html
"Queen at McFarlin Auditorium, Dallas, USA","Queen performed at McFarlin Auditorium in Dallas, USA.",1975-03-22,ExactDate,Concert,30,Curated,queenconcerts-171,https://www.queenconcerts.com/detail/live/171/queen-live-22-03-1975-mcfarlin-auditorium-dallas-tx-usa.html
"Queen at Municipal Theatre, Tulsa, USA","Queen performed at Municipal Theatre in Tulsa, USA.",1975-03-25,ExactDate,Concert,30,Curated,queenconcerts-172,https://www.queenconcerts.com/detail/live/172/queen-live-25-03-1975-municipal-theatre-tulsa-ok-usa.html
"Queen at Santa Monica Civic Auditorium, Santa Monica, USA (first show)","Queen performed at Santa Monica Civic Auditorium in Santa Monica, USA, the first show there that day.",1975-03-29,ExactDate,Concert,30,Curated,queenconcerts-173,https://www.queenconcerts.com/detail/live/173/queen-live-29-03-1975-santa-monica-civic-auditorium-santa-monica-ca-usa-1st-gig.html
"Queen at Santa Monica Civic Auditorium, Santa Monica, USA (second show)","Queen performed at Santa Monica Civic Auditorium in Santa Monica, USA, the second show there that day.",1975-03-29,ExactDate,Concert,30,Curated,queenconcerts-1310,https://www.queenconcerts.com/detail/live/1310/queen-live-29-03-1975-santa-monica-civic-auditorium-santa-monica-ca-usa-2nd-gig.html
"Queen at Winterland Arena, San Francisco, USA","Queen performed at Winterland Arena in San Francisco, USA.",1975-03-30,ExactDate,Concert,30,Curated,queenconcerts-174,https://www.queenconcerts.com/detail/live/174/queen-live-30-03-1975-winterland-arena-san-francisco-ca-usa.html
"Queen at Kinsmen Field House, Edmonton, Canada","Queen performed at Kinsmen Field House in Edmonton, Canada.",1975-04-02,ExactDate,Concert,30,Curated,queenconcerts-175,https://www.queenconcerts.com/detail/live/175/queen-live-02-04-1975-kinsmen-field-house-edmonton-canada.html
"Queen at Corral, Calgary, Canada","Queen performed at Corral in Calgary, Canada.",1975-04-03,ExactDate,Concert,30,Curated,queenconcerts-176,https://www.queenconcerts.com/detail/live/176/queen-live-03-04-1975-corral-calgary-canada.html
"Queen at Paramount Northwest Theater, Seattle, USA","Queen performed at Paramount Northwest Theater in Seattle, USA.",1975-04-06,ExactDate,Concert,30,Curated,queenconcerts-177,https://www.queenconcerts.com/detail/live/177/queen-live-06-04-1975-paramount-northwest-theater-seattle-wa-usa.html
"Queen at Aichi Taikukan, Nagoya, Japan","Queen performed at Aichi Taikukan in Nagoya, Japan.",1975-04-22,ExactDate,Concert,30,Curated,queenconcerts-179,https://www.queenconcerts.com/detail/live/179/queen-live-22-04-1975-aichi-taikukan-nagoya-japan.html
"Queen at Kokusai Kaikan, Kobe, Japan","Queen performed at Kokusai Kaikan in Kobe, Japan.",1975-04-23,ExactDate,Concert,30,Curated,queenconcerts-180,https://www.queenconcerts.com/detail/live/180/queen-live-23-04-1975-kokusai-kaikan-kobe-japan.html
"Queen at Kyuden Kinen Taikukan, Fukuoka, Japan","Queen performed at Kyuden Kinen Taikukan in Fukuoka, Japan.",1975-04-25,ExactDate,Concert,30,Curated,queenconcerts-181,https://www.queenconcerts.com/detail/live/181/queen-live-25-04-1975-kyuden-kinen-taikukan-fukuoka-japan.html
"Queen at Okayama Kenritsu Taikukan, Okayama, Japan","Queen performed at Okayama Kenritsu Taikukan in Okayama, Japan.",1975-04-28,ExactDate,Concert,30,Curated,queenconcerts-182,https://www.queenconcerts.com/detail/live/182/queen-live-28-04-1975-okayama-kenritsu-taikukan-okayama-japan.html
"Queen at Yamaha Tsumagoi Hall, Shizuoka, Japan","Queen performed at Yamaha Tsumagoi Hall in Shizuoka, Japan.",1975-04-29,ExactDate,Concert,30,Curated,queenconcerts-183,https://www.queenconcerts.com/detail/live/183/queen-live-29-04-1975-yamaha-tsumagoi-hall-shizuoka-japan.html
"Queen at Yokohama Bunka Taikukan, Yokohama, Japan","Queen performed at Yokohama Bunka Taikukan in Yokohama, Japan.",1975-04-30,ExactDate,Concert,30,Curated,queenconcerts-184,https://www.queenconcerts.com/detail/live/184/queen-live-30-04-1975-yokohama-bunka-taikukan-yokohama-japan.html
"Queen at Nippon Budokan, Tokyo, Japan","Queen performed at Nippon Budokan in Tokyo, Japan.",1975-05-01,ExactDate,Concert,30,Curated,queenconcerts-185,https://www.queenconcerts.com/detail/live/185/queen-live-01-05-1975-nippon-budokan-tokyo-japan.html
"Queen at Empire Theatre, Liverpool, UK","Queen performed at Empire Theatre in Liverpool, UK.",1975-11-15,ExactDate,Concert,30,Curated,queenconcerts-187,https://www.queenconcerts.com/detail/live/187/queen-live-15-11-1975-empire-theatre-liverpool-uk.html
"Queen at Theatre, Coventry, UK","Queen performed at Theatre in Coventry, UK.",1975-11-16,ExactDate,Concert,30,Curated,queenconcerts-188,https://www.queenconcerts.com/detail/live/188/queen-live-16-11-1975-theatre-coventry-uk.html
"Queen at Colston Hall, Bristol, UK","Queen performed at Colston Hall in Bristol, UK.",1975-11-17,ExactDate,Concert,30,Curated,queenconcerts-189,https://www.queenconcerts.com/detail/live/189/queen-live-17-11-1975-colston-hall-bristol-uk.html
"Queen at Colston Hall, Bristol, UK","Queen performed at Colston Hall in Bristol, UK.",1975-11-18,ExactDate,Concert,30,Curated,queenconcerts-190,https://www.queenconcerts.com/detail/live/190/queen-live-18-11-1975-colston-hall-bristol-uk.html
"Queen at Capitol, Cardiff, UK","Queen performed at Capitol in Cardiff, UK.",1975-11-19,ExactDate,Concert,30,Curated,queenconcerts-191,https://www.queenconcerts.com/detail/live/191/queen-live-19-11-1975-capitol-cardiff-uk.html
"Queen at Odeon, Taunton, UK","Queen performed at Odeon in Taunton, UK.",1975-11-21,ExactDate,Concert,30,Curated,queenconcerts-192,https://www.queenconcerts.com/detail/live/192/queen-live-21-11-1975-odeon-taunton-uk.html
"Queen at Winter Gardens, Bournemouth, UK","Queen performed at Winter Gardens in Bournemouth, UK.",1975-11-23,ExactDate,Concert,30,Curated,queenconcerts-193,https://www.queenconcerts.com/detail/live/193/queen-live-23-11-1975-winter-gardens-bournemouth-uk.html
"Queen at Gaumont, Southampton, UK","Queen performed at Gaumont in Southampton, UK.",1975-11-24,ExactDate,Concert,30,Curated,queenconcerts-194,https://www.queenconcerts.com/detail/live/194/queen-live-24-11-1975-gaumont-southampton-uk.html
"Queen at Free Trade Hall, Manchester, UK (first show)","Queen performed at Free Trade Hall in Manchester, UK, the first show there that day.",1975-11-26,ExactDate,Concert,30,Curated,queenconcerts-195,https://www.queenconcerts.com/detail/live/195/queen-live-26-11-1975-free-trade-hall-manchester-uk-1st-gig.html
"Queen at Free Trade Hall, Manchester, UK (second show)","Queen performed at Free Trade Hall in Manchester, UK, the second show there that day.",1975-11-26,ExactDate,Concert,30,Curated,queenconcerts-1311,https://www.queenconcerts.com/detail/live/1311/queen-live-26-11-1975-free-trade-hall-manchester-uk-2nd-gig.html
"Queen at Hammersmith Odeon, London, UK","Queen performed at Hammersmith Odeon in London, UK.",1975-11-29,ExactDate,Concert,30,Curated,queenconcerts-196,https://www.queenconcerts.com/detail/live/196/queen-live-29-11-1975-hammersmith-odeon-london-uk.html
"Queen at Hammersmith Odeon, London, UK","Queen performed at Hammersmith Odeon in London, UK.",1975-11-30,ExactDate,Concert,30,Curated,queenconcerts-197,https://www.queenconcerts.com/detail/live/197/queen-live-30-11-1975-hammersmith-odeon-london-uk.html
"Queen at Hammersmith Odeon, London, UK","Queen performed at Hammersmith Odeon in London, UK.",1975-12-01,ExactDate,Concert,30,Curated,queenconcerts-198,https://www.queenconcerts.com/detail/live/198/queen-live-01-12-1975-hammersmith-odeon-london-uk.html
"Queen at Hammersmith Odeon, London, UK","Queen performed at Hammersmith Odeon in London, UK.",1975-12-02,ExactDate,Concert,30,Curated,queenconcerts-199,https://www.queenconcerts.com/detail/live/199/queen-live-02-12-1975-hammersmith-odeon-london-uk.html
"Queen at Hammersmith Odeon, London, UK","Queen performed at Hammersmith Odeon in London, UK.",1975-12-03,ExactDate,Concert,30,Curated,queenconcerts-1779,https://www.queenconcerts.com/detail/live/1779/queen-live-03-12-1975-hammersmith-odeon-london-uk.html
"Queen at Civic Hall, Wolverhampton, UK","Queen performed at Civic Hall in Wolverhampton, UK.",1975-12-07,ExactDate,Concert,30,Curated,queenconcerts-200,https://www.queenconcerts.com/detail/live/200/queen-live-07-12-1975-civic-hall-wolverhampton-uk.html
"Queen at Guildhall, Preston, UK","Queen performed at Guildhall in Preston, UK.",1975-12-08,ExactDate,Concert,30,Curated,queenconcerts-201,https://www.queenconcerts.com/detail/live/201/queen-live-08-12-1975-guildhall-preston-uk.html
"Queen at Odeon, Birmingham, UK","Queen performed at Odeon in Birmingham, UK.",1975-12-09,ExactDate,Concert,30,Curated,queenconcerts-202,https://www.queenconcerts.com/detail/live/202/queen-live-09-12-1975-odeon-birmingham-uk.html
"Queen at Odeon, Birmingham, UK","Queen performed at Odeon in Birmingham, UK.",1975-12-10,ExactDate,Concert,30,Curated,queenconcerts-203,https://www.queenconcerts.com/detail/live/203/queen-live-10-12-1975-odeon-birmingham-uk.html
"Queen at City Hall, Newcastle, UK","Queen performed at City Hall in Newcastle, UK.",1975-12-11,ExactDate,Concert,30,Curated,queenconcerts-204,https://www.queenconcerts.com/detail/live/204/queen-live-11-12-1975-city-hall-newcastle-uk.html
"Queen at Caird Hall, Dundee, UK","Queen performed at Caird Hall in Dundee, UK.",1975-12-13,ExactDate,Concert,30,Curated,queenconcerts-205,https://www.queenconcerts.com/detail/live/205/queen-live-13-12-1975-caird-hall-dundee-uk.html
"Queen at Capitol, Aberdeen, UK","Queen performed at Capitol in Aberdeen, UK.",1975-12-14,ExactDate,Concert,30,Curated,queenconcerts-206,https://www.queenconcerts.com/detail/live/206/queen-live-14-12-1975-capitol-aberdeen-uk.html
"Queen at Apollo Theatre, Glasgow, UK","Queen performed at Apollo Theatre in Glasgow, UK.",1975-12-15,ExactDate,Concert,30,Curated,queenconcerts-207,https://www.queenconcerts.com/detail/live/207/queen-live-15-12-1975-apollo-theatre-glasgow-uk.html
"Queen at Apollo Theatre, Glasgow, UK","Queen performed at Apollo Theatre in Glasgow, UK.",1975-12-16,ExactDate,Concert,30,Curated,queenconcerts-208,https://www.queenconcerts.com/detail/live/208/queen-live-16-12-1975-apollo-theatre-glasgow-uk.html
"Queen at Palace Theatre, Waterbury, USA","Queen performed at Palace Theatre in Waterbury, USA.",1976-01-27,ExactDate,Concert,30,Curated,queenconcerts-210,https://www.queenconcerts.com/detail/live/210/queen-live-27-01-1976-palace-theatre-waterbury-ct-usa.html
"Queen at Music Hall, Boston, USA","Queen performed at Music Hall in Boston, USA.",1976-01-29,ExactDate,Concert,30,Curated,queenconcerts-211,https://www.queenconcerts.com/detail/live/211/queen-live-29-01-1976-music-hall-boston-ma-usa.html
"Queen at Music Hall, Boston, USA","Queen performed at Music Hall in Boston, USA.",1976-01-30,ExactDate,Concert,30,Curated,queenconcerts-212,https://www.queenconcerts.com/detail/live/212/queen-live-30-01-1976-music-hall-boston-ma-usa.html
"Queen at Tower Theatre, Philadelphia, USA","Queen performed at Tower Theatre in Philadelphia, USA.",1976-01-31,ExactDate,Concert,30,Curated,queenconcerts-213,https://www.queenconcerts.com/detail/live/213/queen-live-31-01-1976-tower-theatre-philadelphia-pa-usa.html
"Queen at Tower Theatre, Philadelphia, USA","Queen performed at Tower Theatre in Philadelphia, USA.",1976-02-01,ExactDate,Concert,30,Curated,queenconcerts-214,https://www.queenconcerts.com/detail/live/214/queen-live-01-02-1976-tower-theatre-philadelphia-pa-usa.html
"Queen at Tower Theatre, Philadelphia, USA","Queen performed at Tower Theatre in Philadelphia, USA.",1976-02-02,ExactDate,Concert,30,Curated,queenconcerts-215,https://www.queenconcerts.com/detail/live/215/queen-live-02-02-1976-tower-theatre-philadelphia-pa-usa.html
"Queen at Beacon Theatre, New York, USA","Queen performed at Beacon Theatre in New York, USA.",1976-02-05,ExactDate,Concert,30,Curated,queenconcerts-216,https://www.queenconcerts.com/detail/live/216/queen-live-05-02-1976-beacon-theatre-new-york-ny-usa.html
"Queen at Beacon Theatre, New York, USA","Queen performed at Beacon Theatre in New York, USA.",1976-02-06,ExactDate,Concert,30,Curated,queenconcerts-217,https://www.queenconcerts.com/detail/live/217/queen-live-06-02-1976-beacon-theatre-new-york-ny-usa.html
"Queen at Beacon Theatre, New York, USA","Queen performed at Beacon Theatre in New York, USA.",1976-02-07,ExactDate,Concert,30,Curated,queenconcerts-218,https://www.queenconcerts.com/detail/live/218/queen-live-07-02-1976-beacon-theatre-new-york-ny-usa.html
"Queen at Beacon Theatre, New York, USA","Queen performed at Beacon Theatre in New York, USA.",1976-02-08,ExactDate,Concert,30,Curated,queenconcerts-219,https://www.queenconcerts.com/detail/live/219/queen-live-08-02-1976-beacon-theatre-new-york-ny-usa.html
"Queen at Masonic Temple, Detroit, USA","Queen performed at Masonic Temple in Detroit, USA.",1976-02-11,ExactDate,Concert,30,Curated,queenconcerts-220,https://www.queenconcerts.com/detail/live/220/queen-live-11-02-1976-masonic-temple-detroit-mi-usa.html
"Queen at Masonic Temple, Detroit, USA","Queen performed at Masonic Temple in Detroit, USA.",1976-02-12,ExactDate,Concert,30,Curated,queenconcerts-221,https://www.queenconcerts.com/detail/live/221/queen-live-12-02-1976-masonic-temple-detroit-mi-usa.html
"Queen at Riverfront Coliseum, Cincinnati, USA","Queen performed at Riverfront Coliseum in Cincinnati, USA.",1976-02-13,ExactDate,Concert,30,Curated,queenconcerts-222,https://www.queenconcerts.com/detail/live/222/queen-live-13-02-1976-riverfront-coliseum-cincinnati-oh-usa.html
"Queen at Public Hall, Cleveland, USA","Queen performed at Public Hall in Cleveland, USA.",1976-02-14,ExactDate,Concert,30,Curated,queenconcerts-223,https://www.queenconcerts.com/detail/live/223/queen-live-14-02-1976-public-hall-cleveland-oh-usa.html
"Queen at Sports Arena, Toledo, USA","Queen performed at Sports Arena in Toledo, USA.",1976-02-15,ExactDate,Concert,30,Curated,queenconcerts-224,https://www.queenconcerts.com/detail/live/224/queen-live-15-02-1976-sports-arena-toledo-oh-usa.html
"Queen at Civic Centre, Saginaw, USA","Queen performed at Civic Centre in Saginaw, USA.",1976-02-18,ExactDate,Concert,30,Curated,queenconcerts-225,https://www.queenconcerts.com/detail/live/225/queen-live-18-02-1976-civic-centre-saginaw-mi-usa.html
"Queen at Veterans Memorial Auditorium, Columbus, USA","Queen performed at Veterans Memorial Auditorium in Columbus, USA.",1976-02-19,ExactDate,Concert,30,Curated,queenconcerts-226,https://www.queenconcerts.com/detail/live/226/queen-live-19-02-1976-veterans-memorial-auditorium-columbus-oh-usa.html
"Queen at Stanley Theater, Pittsburgh, USA","Queen performed at Stanley Theater in Pittsburgh, USA.",1976-02-20,ExactDate,Concert,30,Curated,queenconcerts-227,https://www.queenconcerts.com/detail/live/227/queen-live-20-02-1976-stanley-theater-pittsburgh-pa-usa.html
"Queen at Auditorium Theater, Chicago, USA","Queen performed at Auditorium Theater in Chicago, USA.",1976-02-22,ExactDate,Concert,30,Curated,queenconcerts-2049,https://www.queenconcerts.com/detail/live/2049/queen-live-22-02-1976-auditorium-theater-chicago-il-usa.html
